task_id,priority,task_status,route_kind,point_name,point_dir,root_classification,lineage_classification,accepted_manifest_member,accepted_manifest_status,accepted_manifest_warning,same_physical_accepted_composite_alternative_exists,gap_codes,recommended_actions,same_point_evidence_only,cross_run_qc_direct_bind_allowed,automatic_qc_derivation_allowed,offline_evidence_recovery_review_allowed,continuous_route_attestation_allowed,formal_fit_allowed,formal_release_allowed,database_import_allowed
legacy_evidence_gap_0057,P2_quality_traceability,manual_offline_evidence_review_required,co2,p004_T30_300ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p004_T30_300ppm_fit,segmented_v1_5_point_evidence,accepted_composite_member_diagnostic_only,True,accepted,,False,"[""accepted_composite_lineage_not_continuous"", ""component_qc_missing""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0058,P2_quality_traceability,manual_offline_evidence_review_required,co2,p005_T30_400ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p005_T30_400ppm_fit,segmented_v1_5_point_evidence,accepted_composite_member_diagnostic_only,True,accepted,,False,"[""accepted_composite_lineage_not_continuous"", ""component_qc_missing""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0059,P2_quality_traceability,manual_offline_evidence_review_required,co2,p006_T30_500ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p006_T30_500ppm_fit,segmented_v1_5_point_evidence,accepted_composite_member_diagnostic_only,True,accepted,,False,"[""accepted_composite_lineage_not_continuous"", ""component_qc_missing""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0060,P2_quality_traceability,manual_offline_evidence_review_required,co2,p007_T30_600ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p007_T30_600ppm_fit,segmented_v1_5_point_evidence,accepted_composite_member_diagnostic_only,True,accepted,,False,"[""accepted_composite_lineage_not_continuous"", ""component_qc_missing""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0061,P2_quality_traceability,manual_offline_evidence_review_required,co2,p008_T30_700ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p008_T30_700ppm_fit,segmented_v1_5_point_evidence,accepted_composite_member_diagnostic_only,True,accepted,,False,"[""accepted_composite_lineage_not_continuous"", ""component_qc_missing""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0062,P2_quality_traceability,manual_offline_evidence_review_required,co2,p009_T30_800ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p009_T30_800ppm_fit,segmented_v1_5_point_evidence,accepted_composite_member_diagnostic_only,True,accepted,,False,"[""accepted_composite_lineage_not_continuous"", ""component_qc_missing""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0063,P2_quality_traceability,manual_offline_evidence_review_required,co2,p010_T30_900ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p010_T30_900ppm_fit,segmented_v1_5_point_evidence,accepted_composite_member_diagnostic_only,True,accepted,,False,"[""accepted_composite_lineage_not_continuous"", ""component_qc_missing""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0064,P2_quality_traceability,manual_offline_evidence_review_required,co2,p011_T30_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p011_T30_1000ppm_fit,segmented_v1_5_point_evidence,accepted_composite_member_diagnostic_only,True,accepted,,False,"[""accepted_composite_lineage_not_continuous"", ""component_qc_missing""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0065,P2_quality_traceability,manual_offline_evidence_review_required,co2,p012_T20_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p012_T20_0ppm_fit,segmented_v1_5_point_evidence,accepted_composite_member_diagnostic_only,True,accepted,,False,"[""accepted_composite_lineage_not_continuous"", ""component_qc_missing""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0066,P2_quality_traceability,manual_offline_evidence_review_required,co2,p013_T20_100ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p013_T20_100ppm_fit,segmented_v1_5_point_evidence,accepted_composite_member_diagnostic_only,True,accepted,,False,"[""accepted_composite_lineage_not_continuous"", ""component_qc_missing""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0067,P2_quality_traceability,manual_offline_evidence_review_required,co2,p014_T20_200ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p014_T20_200ppm_fit,segmented_v1_5_point_evidence,accepted_composite_member_diagnostic_only,True,accepted,,False,"[""accepted_composite_lineage_not_continuous"", ""component_qc_missing""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0068,P3_superseded_reference,superseded_attempt_retain_reference_only,co2,p016_T20_400ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p016_T20_400ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,True,"[""component_qc_missing"", ""same_physical_accepted_composite_alternative_exists"", ""segmented_lineage_not_continuous""]","[""retain_original_attempt_and_reference_accepted_alternative_without_direct_binding"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,False,False,False,False,False
legacy_evidence_gap_0069,P2_quality_traceability,manual_offline_evidence_review_required,co2,p015_T20_300ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g5_T20_300_retry_finalparams\p015_T20_300ppm_fit_retry1,segmented_v1_5_point_evidence,segmented_retry_or_recovery,True,accepted,,False,"[""component_qc_missing"", ""retry_or_recovery_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0070,P2_quality_traceability,manual_offline_evidence_review_required,co2,p016_T20_400ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g7_T20_400_retry_finalparams\p016_T20_400ppm_fit_retry1,segmented_v1_5_point_evidence,segmented_retry_or_recovery,True,accepted,,False,"[""component_qc_missing"", ""retry_or_recovery_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0071,P2_quality_traceability,manual_offline_evidence_review_required,co2,p017_T20_500ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8c_T20_500_direct_240purge_finalparams\p017_T20_500ppm_fit_retry1,segmented_v1_5_point_evidence,segmented_retry_or_recovery,True,accepted,,False,"[""component_qc_missing"", ""retry_or_recovery_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0072,P2_quality_traceability,manual_offline_evidence_review_required,co2,p018_T20_600ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8d_T20_600_direct_240purge_finalparams\p018_T20_600ppm_fit_retry1,segmented_v1_5_point_evidence,segmented_retry_or_recovery,True,accepted,,False,"[""component_qc_missing"", ""retry_or_recovery_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0073,P2_quality_traceability,manual_offline_evidence_review_required,co2,p019_T20_700ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8e_T20_700_direct_240purge_finalparams\p019_T20_700ppm_fit_retry1,segmented_v1_5_point_evidence,segmented_retry_or_recovery,True,accepted,,False,"[""component_qc_missing"", ""retry_or_recovery_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0074,P2_quality_traceability,manual_offline_evidence_review_required,co2,p020_T20_800ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8f_T20_800_direct_240purge_finalparams\p020_T20_800ppm_fit_retry1,segmented_v1_5_point_evidence,segmented_retry_or_recovery,True,accepted,,False,"[""component_qc_missing"", ""retry_or_recovery_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0075,P2_quality_traceability,manual_offline_evidence_review_required,co2,p021_T20_900ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8g_T20_900_direct_240purge_finalparams\p021_T20_900ppm_fit_retry1,segmented_v1_5_point_evidence,segmented_retry_or_recovery,True,accepted,,False,"[""component_qc_missing"", ""retry_or_recovery_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0076,P2_quality_traceability,manual_offline_evidence_review_required,co2,p022_T20_1000ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8h_T20_1000_direct_240purge_finalparams\p022_T20_1000ppm_fit_retry1,segmented_v1_5_point_evidence,segmented_retry_or_recovery,True,accepted,,False,"[""component_qc_missing"", ""retry_or_recovery_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0077,P2_quality_traceability,manual_offline_evidence_review_required,co2,p001_T10_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p001_T10_0ppm_fit,segmented_v1_5_point_evidence,accepted_composite_member_diagnostic_only,True,accepted,,False,"[""accepted_composite_lineage_not_continuous"", ""component_qc_missing""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0078,P2_quality_traceability,manual_offline_evidence_review_required,co2,p002_T10_100ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p002_T10_100ppm_fit,segmented_v1_5_point_evidence,accepted_composite_member_diagnostic_only,True,accepted,,False,"[""accepted_composite_lineage_not_continuous"", ""component_qc_missing""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0079,P2_quality_traceability,manual_offline_evidence_review_required,co2,p003_T10_200ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p003_T10_200ppm_fit,segmented_v1_5_point_evidence,accepted_composite_member_diagnostic_only,True,accepted,,False,"[""accepted_composite_lineage_not_continuous"", ""component_qc_missing""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0080,P2_quality_traceability,manual_offline_evidence_review_required,co2,p004_T10_300ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p004_T10_300ppm_fit,segmented_v1_5_point_evidence,accepted_composite_member_diagnostic_only,True,accepted,,False,"[""accepted_composite_lineage_not_continuous"", ""component_qc_missing""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0081,P2_quality_traceability,manual_offline_evidence_review_required,co2,p005_T10_400ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p005_T10_400ppm_fit,segmented_v1_5_point_evidence,accepted_composite_member_diagnostic_only,True,accepted,,False,"[""accepted_composite_lineage_not_continuous"", ""component_qc_missing""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0082,P2_quality_traceability,manual_offline_evidence_review_required,co2,p006_T10_500ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p006_T10_500ppm_fit,segmented_v1_5_point_evidence,accepted_composite_member_diagnostic_only,True,accepted,,False,"[""accepted_composite_lineage_not_continuous"", ""component_qc_missing""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0083,P2_quality_traceability,manual_offline_evidence_review_required,co2,p007_T10_600ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p007_T10_600ppm_fit,segmented_v1_5_point_evidence,accepted_composite_member_diagnostic_only,True,accepted,,False,"[""accepted_composite_lineage_not_continuous"", ""component_qc_missing""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0084,P2_quality_traceability,manual_offline_evidence_review_required,co2,p008_T10_700ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p008_T10_700ppm_fit,segmented_v1_5_point_evidence,accepted_composite_member_diagnostic_only,True,accepted,,False,"[""accepted_composite_lineage_not_continuous"", ""component_qc_missing""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0085,P2_quality_traceability,manual_offline_evidence_review_required,co2,p009_T10_800ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p009_T10_800ppm_fit,segmented_v1_5_point_evidence,accepted_composite_member_diagnostic_only,True,accepted,,False,"[""accepted_composite_lineage_not_continuous"", ""component_qc_missing""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0086,P2_quality_traceability,manual_offline_evidence_review_required,co2,p010_T10_900ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p010_T10_900ppm_fit,segmented_v1_5_point_evidence,accepted_composite_member_diagnostic_only,True,accepted,,False,"[""accepted_composite_lineage_not_continuous"", ""component_qc_missing""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0087,P2_quality_traceability,manual_offline_evidence_review_required,co2,p011_T10_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p011_T10_1000ppm_fit,segmented_v1_5_point_evidence,accepted_composite_member_diagnostic_only,True,accepted,,False,"[""accepted_composite_lineage_not_continuous"", ""component_qc_missing""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0088,P2_quality_traceability,manual_offline_evidence_review_required,co2,p012_T0_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p012_T0_0ppm_fit,segmented_v1_5_point_evidence,accepted_composite_member_diagnostic_only,True,accepted,,False,"[""accepted_composite_lineage_not_continuous"", ""component_qc_missing""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0089,P2_quality_traceability,manual_offline_evidence_review_required,co2,p013_T0_400ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p013_T0_400ppm_fit,segmented_v1_5_point_evidence,accepted_composite_member_diagnostic_only,True,accepted,,False,"[""accepted_composite_lineage_not_continuous"", ""component_qc_missing""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0090,P2_quality_traceability,manual_offline_evidence_review_required,co2,p014_T0_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p014_T0_1000ppm_fit,segmented_v1_5_point_evidence,accepted_composite_member_diagnostic_only,True,accepted,,False,"[""accepted_composite_lineage_not_continuous"", ""component_qc_missing""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0091,P2_quality_traceability,manual_offline_evidence_review_required,co2,p015_Tm10_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p015_Tm10_0ppm_fit,segmented_v1_5_point_evidence,accepted_composite_member_diagnostic_only,True,accepted,,False,"[""accepted_composite_lineage_not_continuous"", ""component_qc_missing""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0092,P2_quality_traceability,manual_offline_evidence_review_required,co2,p016_Tm10_400ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p016_Tm10_400ppm_fit,segmented_v1_5_point_evidence,accepted_composite_member_diagnostic_only,True,accepted,,False,"[""accepted_composite_lineage_not_continuous"", ""component_qc_missing""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0093,P2_quality_traceability,manual_offline_evidence_review_required,co2,p017_Tm10_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p017_Tm10_1000ppm_fit,segmented_v1_5_point_evidence,accepted_composite_member_diagnostic_only,True,accepted,,False,"[""accepted_composite_lineage_not_continuous"", ""component_qc_missing""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0094,P2_quality_traceability,manual_offline_evidence_review_required,co2,p018_Tm20_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p018_Tm20_0ppm_fit,segmented_v1_5_point_evidence,accepted_composite_member_diagnostic_only,True,accepted,,False,"[""accepted_composite_lineage_not_continuous"", ""component_qc_missing""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0095,P3_superseded_reference,superseded_attempt_retain_reference_only,co2,p001_T40_0ppm_mature0621_entry_live_20260705_r1,D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p001_T40_0ppm_20260705_r1\p001_T40_0ppm_mature0621_entry_live_20260705_r1,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,True,"[""component_qc_missing"", ""frame_qc_missing"", ""point_samples_missing"", ""same_physical_accepted_composite_alternative_exists"", ""segmented_lineage_not_continuous""]","[""retain_original_attempt_and_reference_accepted_alternative_without_direct_binding"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,False,False,False,False,False
legacy_evidence_gap_0096,P3_superseded_reference,superseded_attempt_retain_reference_only,co2,p001_T40_0ppm_mature0621_entry_live_20260705_r2,D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p001_T40_0ppm_20260705_r2\p001_T40_0ppm_mature0621_entry_live_20260705_r2,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,True,"[""component_qc_missing"", ""frame_qc_missing"", ""point_samples_missing"", ""same_physical_accepted_composite_alternative_exists"", ""segmented_lineage_not_continuous""]","[""retain_original_attempt_and_reference_accepted_alternative_without_direct_binding"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,False,False,False,False,False
legacy_evidence_gap_0097,P3_superseded_reference,superseded_attempt_retain_reference_only,co2,p001_T40_0ppm_mature0621_entry_live_20260705_r3,D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p001_T40_0ppm_20260705_r3\p001_T40_0ppm_mature0621_entry_live_20260705_r3,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,True,"[""component_qc_missing"", ""frame_qc_missing"", ""point_samples_missing"", ""same_physical_accepted_composite_alternative_exists"", ""segmented_lineage_not_continuous""]","[""retain_original_attempt_and_reference_accepted_alternative_without_direct_binding"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,False,False,False,False,False
legacy_evidence_gap_0098,P3_superseded_reference,superseded_attempt_retain_reference_only,co2,p001_T40_0ppm_mature0621_entry_live_20260705_r4,D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p001_T40_0ppm_20260705_r4\p001_T40_0ppm_mature0621_entry_live_20260705_r4,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,True,"[""component_qc_missing"", ""same_physical_accepted_composite_alternative_exists"", ""segmented_lineage_not_continuous""]","[""retain_original_attempt_and_reference_accepted_alternative_without_direct_binding"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,False,False,False,False,False
legacy_evidence_gap_0099,P3_superseded_reference,superseded_attempt_retain_reference_only,co2,p002_T40_400ppm_mature0621_entry_live_20260705_r1,D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p002_T40_400ppm_20260705_r1\p002_T40_400ppm_mature0621_entry_live_20260705_r1,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,True,"[""component_qc_missing"", ""same_physical_accepted_composite_alternative_exists"", ""segmented_lineage_not_continuous""]","[""retain_original_attempt_and_reference_accepted_alternative_without_direct_binding"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,False,False,False,False,False
legacy_evidence_gap_0100,P2_quality_traceability,manual_offline_evidence_review_required,co2,p001_T40_0ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p001_T40_0ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0101,P2_quality_traceability,manual_offline_evidence_review_required,co2,p002_T40_400ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p002_T40_400ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0102,P2_quality_traceability,manual_offline_evidence_review_required,co2,p003_T40_1000ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p003_T40_1000ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0103,P2_quality_traceability,manual_offline_evidence_review_required,co2,p004_T30_0ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p004_T30_0ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0104,P2_quality_traceability,manual_offline_evidence_review_required,co2,p005_T30_100ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p005_T30_100ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
